geohome,geowork,likeIrpin,likeVishneve,likeBucha,likeVorzel,likeKocubinske,likeBoyarka,likeBrovary,likeBoryspil,likeVyshgorod,comments,liveSuburb,liveOkolica,isGoodWorkLocation,age,isRented,job,liveHouse,isInvestor,isActivist,isFreeAppartmentImportant,
49.4254|32.0798,49.4254|32.0798,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,,Скоріше так,Скоріше так,Скоріше так,25,Ні,Software Developer,Так,Скоріше ні,Скоріше так,Скоріше так,
50.4708|30.3297,50.4625|30.4496,Нормальне,Нормальне,Найкраще,Найкраще,Погане,Погане,Нормальне,Нормальне,Нормальне,"Можно сколько угодно говорить о переезде в пригород, но есть куча нюансов. В цивилизованных странах (да в той же Польше) пригороды связаны с городом цивилизованым транспортом (трамваи, современные электрички, большие автобусы), а в украине - прости господи, маршрутки и гнилые электрички, в которых еще и половина быдла бегает между вагонами чтобы не платить 8 гривен за проезд (Киев-Ирпень, поездите-советую). Есть же разница. И вопрос быдла (в том числе и ИТ-быдла) тоже переездом в пригород не решается: быдло срет под ноги что в Киеве, что в Ирпене одинаково. ИТ-быдло запарковывает все тротуары что в Киеве (проверьте тротуары возле Softserve днем), что в Буче одинаково. Было (и ИТ-быдло в первую очередь) лепит кондиционеры и уродует балконы что в Киеве, что Вышгороде со страшной силой. Я знаю о чем говорю-я купил квартиру в пригороде, дождался ее достройки, столкнулся с контингентом парадного и понял что не хочу жить среди этих людей. Так что я продал квартиру. И теперь, обладая достаточной суммой чтобы купить хорошее жилье в любом пригороде и платить в этот пригород немалые налоги, я принимаю решение покупать жилье в Польше, где люди не уродуют балконы вагонкой и не бросают свои автокорыта перед пешеходами. Сори за негатив)",Так,Так,Скоріше так,28,Так,Інша ІТ спеціальність,Так,Скоріше ні,Скоріше так,Так,
с. Крюковщина вул. Європейська 2б,вул. Оболонська 39,Нормальне,Найкраще,Нормальне,,,,,,,,Так,Так,Ні,32,Ні,Software Developer,Так,Так,Скоріше так,Так,
50.4925|30.5152,50.4422|30.5128,Погане,,Нормальне,,,,Нормальне,Погане,,,Так,Так,Ні,30,Так,Software Developer,Так,Так,Так,Так,
,,Важко відповісти,Нормальне,Важко відповісти,Важко відповісти,Важко відповісти,Нормальне,Нормальне,Нормальне,Нормальне,,Так,Так,Так,20,Ні,Software Developer,Так,Важко відповісти,Важко відповісти,Так,
50.4604|30.3521,50.4247|30.5063,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,,Так,Так,Ні,30,Ні,Інша ІТ спеціальність,Так,Ні,Ні,Ні,
"50.401461, 30.623741","50.439485, 30.516585",Найкраще,Нормальне,Найкраще,Нормальне,Нормальне,Нормальне,Нормальне,Нормальне,Нормальне,,Важко відповісти,Важко відповісти,Так,29,Ні,Інша ІТ спеціальність,Ні,Важко відповісти,Так,Важко відповісти,
,,Найкраще,Важко відповісти,Найкраще,Нормальне,Нормальне,Важко відповісти,Погане,Важко відповісти,Нормальне,,Так,Так,Скоріше ні,31,Так,Інша ІТ спеціальність,Так,Так,Так,Так,
50.4022|30.6246,50.4063|30.6776,,,,,,,,,,,Скоріше так,Скоріше так,Скоріше так,29,Так,Software Developer,Скоріше так,Скоріше так,Важко відповісти,Скоріше так,
50.4041|30.6306,50.4247|30.5065,Погане,Погане,Погане,Погане,Погане,Погане,Найкраще,Найкраще,Погане,,Скоріше ні,Так,Скоріше ні,28,Ні,Software Developer,Так,Так,Так,Ні,
49.9654|36.2329,49.9654|36.2329,,,,,,,,,,,Скоріше так,Ні,Скоріше так,28,Так,Інша ІТ спеціальність,Скоріше ні,Скоріше ні,Скоріше ні,Так,
50.2511|28.6891,50.2483|28.6855,Нормальне,Нормальне,Нормальне,Нормальне,Нормальне,Нормальне,Нормальне,Нормальне,Нормальне,"Чому лише Київ і передмістя? Є ще Житомир (про який я можу судити), з якого сотні людей переїхало працювати в Київ, лише тому, що в Житомирі майже нема крупних гравців ІТ ринку, відкрий тут офіс хтось з топ-5 компаній, багато б людей з радістю повернулось назад... адже жити вдома та добиратись на роботу 5-15 хвилин набагато краще, ніж жити на окраїні столиці в орендованій квартирі та витрачати 1-2 години на щоденні подорожі до центру, не кажучи вже про вартість оренди офісу, вартшсть обідів, різних послуг...
",Скоріше так,Так,Так,34,Ні,Інша ІТ спеціальність,Так,Ні,Скоріше ні,Скоріше так,
50.3982|30.6371,50.4193|30.5163,Погане,Погане,Погане,Погане,Погане,Погане,Погане,Погане,Погане,,Ні,Ні,Так,24,Ні,Software Developer,Так,Скоріше ні,Скоріше ні,Скоріше так,
50.0178|36.1821,49.9868|36.2313,,,,,,,,,,,Скоріше так,Скоріше ні,Скоріше так,28,Ні,Software Developer,Скоріше так,Скоріше так,Скоріше так,Скоріше так,
"50.507244, 30.819252","50.426776, 30.504825",,,,,,,,,,,Так,Скоріше так,Ні,27,Так,Software Developer,Так,Скоріше так,Так,Так,
50.3860|30.4579,50.4532|30.4297,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,,Скоріше так,Скоріше так,Скоріше ні,30,Так,Software Developer,Скоріше так,Ні,Ні,Ні,
50.0527|36.2042,50.0131|36.2502,,,,,,,,,,,Так,Скоріше так,Скоріше так,27,Так,Software Developer,Так,Так,Так,Скоріше так,
50.0313|36.3523,49.9771|36.2881,,,,,,,,,,,Так,Скоріше ні,Скоріше ні,28,Ні,Software Developer,Так,Скоріше так,Так,Так,
50.3948|30.6214,50.5059|30.4599,Погане,Погане,Погане,Погане,Погане,Погане,Погане,Найкраще,Погане,,Так,Так,Ні,29,Ні,Software Developer,Так,Скоріше так,Так,Ні,
50.4571|30.3856,50.4045|30.6796,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Нормальне,Важко відповісти,,Скоріше так,Скоріше так,Скоріше так,21,Так,Software Developer,Так,Скоріше ні,Скоріше так,Так,
50.4477|30.4356,50.4311|30.5493,,,,,,,,,,,Скоріше так,Скоріше так,Скоріше ні,28,Так,Інша ІТ спеціальність,Скоріше так,Скоріше так,Скоріше так,Скоріше так,
,,Нормальне,Погане,Погане,Погане,Погане,Погане,Найкраще,Погане,Нормальне,,Так,Скоріше так,Скоріше ні,30,Так,BA/QA,Так,Так,Так,Так,
,,,,,,,,,,,,Так,Скоріше ні,Ні,34,Ні,BA/QA,Скоріше так,Скоріше так,Скоріше ні,Скоріше ні,
50.4287|30.4189,50.4446|30.4546,,,,,,,,,,,Скоріше так,Так,Так,29,Ні,BA/QA,Так,Скоріше ні,Скоріше так,Ні,
48.4766|35.1907,48.4602|35.0474,Погане,Погане,Погане,Погане,Погане,Погане,Погане,Погане,Погане,"Идея хорошая и я её всецело поддерживаю, но предложенные варианты - пригород Киева, со всем негативом из этого автекающим. ",Так,Так,Скоріше так,33,Ні,BA/QA,Так,Так,Так,Так,
50.4178|30.6264,50.4626|30.4523,Нормальне,Погане,Нормальне,Погане,Погане,Погане,Погане,Нормальне,Нормальне,,Скоріше так,Скоріше так,Ні,29,Ні,Інша ІТ спеціальність,Так,Скоріше так,Скоріше так,Так,
50.5552|30.2418,50.4373|30.5100,Найкраще,Погане,Найкраще,Погане,Погане,Погане,Погане,Погане,Погане,,Так,Скоріше так,Скоріше так,30,Ні,Інша ІТ спеціальність,Так,Так,Скоріше так,Ні,
Київ,Київ,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,,Ні,Скоріше ні,Скоріше так,28,Так,Software Developer,Ні,Ні,Скоріше ні,Скоріше ні,
49.7194|23.7448,49.8214|23.9869,,,,,,,,,,,Так,Так,Так,37,Ні,Software Developer,Важко відповісти,Ні,Скоріше так,Важко відповісти,
50.3873|30.6029,50.4593|30.4121,,,,,,,,,,,Так,Ні,Скоріше так,29,Так,Software Developer,Так,Так,Так,Так,
49.8032|23.9893,49.8028|24.0322,,,Важко відповісти,Нормальне,Нормальне,,Нормальне,Нормальне,,"Львів-Наукова непоганий район на краю міста, який потенційно може об'єднувати. Містечка близ Львова, навряд чи готові задовольнити сучасну людину) повинен бути набір обовязкової інфраструктури також: торгові центри, фітнес, кіно, приватні дит.садки...",Так,Так,Скоріше так,23,Так,Інша ІТ спеціальність,Скоріше так,Скоріше так,Так,Так,
київ,київ,Погане,Нормальне,Нормальне,Погане,Погане,Нормальне,Погане,Погане,Нормальне,,Так,Ні,Скоріше так,27,Так,Project/Account Manager,Так,Скоріше так,Так,Скоріше так,
50.2767|30.3575,50.4044|30.6320,Погане,Нормальне,Погане,Погане,Погане,Нормальне,Погане,Погане,Погане,,Скоріше ні,Скоріше так,Скоріше ні,28,Ні,BA/QA,Так,Скоріше так,Скоріше ні,Скоріше так,
46.4630|30.7631,46.4683|30.7112,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,,Так,Скоріше так,Скоріше так,29,Так,Project/Account Manager,Так,Скоріше так,Скоріше так,Скоріше так,
-8.6704|115.1692,-8.7134|115.1826,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,,Так,Так,Так,23,Так,Software Developer,Так,Важко відповісти,Ні,Важко відповісти,
50.4660|30.6029,50.4367|30.5105,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,,Скоріше так,Скоріше так,Так,29,Так,BA/QA,Так,Ні,Скоріше так,Так,
50.3500|30.9507,50.4282|30.5014,Нормальне,Погане,Важко відповісти,Важко відповісти,Погане,Погане,Погане,Найкраще,Важко відповісти,,Так,Важко відповісти,Скоріше ні,29,Так,Software Developer,Скоріше ні,Скоріше так,Скоріше так,Ні,
49.7436|24.0020,49.8324|23.9963,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,,Так,Так,Скоріше ні,24,Так,Software Developer,Так,Так,Скоріше так,Скоріше так,
,,Погане,Погане,Найкраще,Нормальне,Нормальне,Погане,Найкраще,Нормальне,Найкраще,,Так,Так,Ні,27,Так,Project/Account Manager,Так,Так,Так,Так,
"48.413424, 35.071229","48.450018, 35.057621",,,,,,,,,,"Будувати - це дуже дорого, а будувати якісно - ще дорожче. Якби більше забудовників це розуміли, то взагалі не починали б будівництво в нашій країні. Моя думка: іноді краще не будувати, ніж будувати аби щось.",Скоріше так,Скоріше так,Скоріше так,34,Ні,Software Developer,Так,Ні,Ні,Скоріше так,
49.8416|24.0324,49.8372|24.0288,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,,Так,Так,Скоріше так,30,Так,Інша ІТ спеціальність,Так,Так,Так,Так,
50.2064|36.1567,50.0074|36.2434,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,"Є люди, що вже у передмісті ",Скоріше так,Скоріше так,Так,34,Ні,Software Developer,Так,Скоріше так,Так,Важко відповісти,
49.8326|24.0504,49.8408|24.0345,,,,,,,,,,,Так,Так,Так,26,Ні,Software Developer,Так,Скоріше ні,Скоріше так,Так,
50.4588|30.4029,50.4546|30.5934,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,,Важко відповісти,Так,Скоріше так,30,Так,Software Developer,Ні,Скоріше так,Важко відповісти,Скоріше ні,
49.5780|34.5646,49.5893|34.5579,,,,,,,,,,,Так,Скоріше так,Скоріше так,22,Скоріше так,Software Developer,Так,Скоріше ні,Так,Так,
,,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,,Скоріше так,Скоріше так,Так,24,Ні,Software Developer,Скоріше ні,Скоріше ні,Скоріше так,Скоріше так,
49.8027|24.0031,49.8027|24.0031,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,,Так,Так,Так,28,Так,BA/QA,Так,Так,Так,Так,
,,Нормальне,,Нормальне,,,Важко відповісти,,,Нормальне,,Скоріше так,Скоріше так,Скоріше ні,28,Так,Software Developer,Важко відповісти,Скоріше так,Скоріше ні,Скоріше так,
50.5188|30.5011,50.3951|30.4871,,,,,,,,,,,Скоріше так,Так,Ні,25,Ні,BA/QA,Скоріше так,Скоріше так,Скоріше так,Скоріше ні,
50.5127|30.6141,50.4595|30.4965,,Нормальне,,,,Нормальне,,,Нормальне,,Скоріше так,Скоріше так,Ні,30,Скоріше ні,Software Developer,Скоріше так,Важко відповісти,Важко відповісти,Так,
,,,,,,,,,,,,Так,Так,Так,25,Так,Software Developer,Так,Так,Скоріше так,Так,
,,Найкраще,Погане,Нормальне,Важко відповісти,Важко відповісти,Нормальне,Нормальне,Нормальне,Нормальне,,Скоріше ні,Скоріше ні,Скоріше так,30,Так,Software Developer,Скоріше ні,Скоріше ні,Скоріше ні,Скоріше так,
49.8099|24.0001,49.8001|24.0075,,,,,,,,,,Lviv,Так,Так,Так,29,Ні,Software Developer,Так,Скоріше ні,Так,Важко відповісти,
50.4126|30.5264,50.4371|30.4916,,,,,,,,,,,Так,Так,Скоріше так,30,Так,BA/QA,Так,Скоріше так,Скоріше так,Так,
49.8224|24.0080,49.8404|24.0329,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Погане,Найкраще,Найкраще,Найкраще,"Було б добре, якби компанія організовувала розвезення співробітників",Скоріше ні,Так,Так,31,Ні,Software Developer,Так,Так,Скоріше так,Так,
50.0463|36.2848,50.0463|36.2848,Важко відповісти,,,,,,,,,,Так,Скоріше так,Так,27,Ні,Software Developer,Так,Скоріше так,Скоріше так,Скоріше так,
50.4379|30.5014,50.4339|30.5094,Важко відповісти,Нормальне,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Нормальне,Нормальне,Нормальне,,Скоріше ні,Скоріше ні,Скоріше так,26,Так,BA/QA,Скоріше ні,Ні,Скоріше так,Так,
50.5422|30.1913,50.4490|30.4238,Нормальне,Погане,Найкраще,Погане,Нормальне,Важко відповісти,Нормальне,Погане,Найкраще,"Ідея класна, сама про це давно думала. Але уявіть, як важко буде міняти роботу. Наприклад, у мене квартира, дитсадок, гараж в Бучі (і офіс моєї компанії за вашою ідеєю також там) супер, це зручно і круто! Але я міняю раптом роботу на іншу, в якої офіс в Броварах. і тепер мені до роботи 2 години їзди, продавати квартиру заради іншої роботи? Тобто це вигідно лише для тих, хто орендує житло або збирається працювати в одній компанії 20 років",Так,Важко відповісти,Скоріше так,21,Ні,Інша ІТ спеціальність,Скоріше так,Важко відповісти,Так,Так,
50.4111|30.6374,50.4527|30.4469,Погане,Погане,Погане,Погане,Погане,Погане,Погане,Погане,Погане,"Если бы мы жили в Америке или Европе с адекватным транспортным покрытием, тогда можно было рассматривать перемещении офисов из центра города в пригород. В наших реаляих это скорее большой минус - добираться на маршрутках за город на работу.",Ні,Скоріше ні,Скоріше так,28,Ні,Software Developer,Ні,Ні,Ні,Скоріше так,
,,,,,,,,,,,,Скоріше ні,Ні,Скоріше так,26,Так,Project/Account Manager,Ні,Ні,Важко відповісти,Важко відповісти,
50.0150|36.2365,49.9923|36.2351,,,,,,,,,,,Так,Так,Скоріше так,27,Ні,Project/Account Manager,Так,Скоріше так,Скоріше так,Ні,
50.2704|30.4519,50.4223|30.5059,Нормальне,Нормальне,Важко відповісти,Нормальне,Важко відповісти,Нормальне,Погане,Погане,Важко відповісти,,Скоріше так,Скоріше так,Скоріше ні,26,Ні,Software Developer,Так,Ні,Ні,Ні,
50.5027|30.5044,50.4592|30.4908,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,,Скоріше так,Скоріше так,Скоріше так,27,Так,Software Developer,Скоріше так,Скоріше так,Скоріше так,Скоріше так,
49.9866|36.2041,49.9866|36.2041,,,,,,,,,,,Ні,Так,Так,23,Так,Software Developer,Так,Так,Ні,Так,
49.9490|36.3753,49.9490|36.3753,,,,,,,,,,"я ремоутер, тому дім це офіс",Скоріше ні,Так,Так,28,Ні,BA/QA,Так,Скоріше так,Скоріше так,Ні,
50.2659|30.4548,50.2659|30.4548,Нормальне,Нормальне,Нормальне,Нормальне,Погане,Погане,Погане,Погане,Нормальне,,Так,Так,Так,32,Ні,Software Developer,Так,Так,Так,Так,
49.7573|23.9519,49.8559|24.0360,,,,,,,,,,,Так,Так,Ні,40,Ні,Спеціальність не пов'язана з ІТ,Важко відповісти,Ні,Скоріше так,Ні,
,,Важко відповісти,Нормальне,Найкраще,Нормальне,Важко відповісти,Важко відповісти,Нормальне,Нормальне,Нормальне,Вишеньки,Скоріше так,Так,Так,20,Ні,BA/QA,Скоріше так,Скоріше так,Так,Важко відповісти,
48.6029|22.3299,48.6225|22.2698,,,,,,,,,,,Ні,Так,Скоріше так,24,Ні,Інша ІТ спеціальність,Так,Скоріше ні,Скоріше ні,Так,
,,Нормальне,Нормальне,Найкраще,Нормальне,Нормальне,Погане,Погане,Погане,Нормальне,,Так,Так,Ні,31,Так,BA/QA,Так,Скоріше так,Так,Важко відповісти,
46.4137|30.7142,46.4724|30.7405,Погане,Погане,Погане,Погане,Погане,Погане,Погане,Погане,Погане,,Так,Так,Скоріше так,28,Ні,Software Developer,Так,Скоріше так,Скоріше так,Скоріше так,
50.4079|30.3734,50.4421|30.5121,Важко відповісти,,,,,,,,,"Багато ЖК зараз будуються в ближніх селах, типу Петропавлівська Борщагівка, Гатне, Чабани, Новосілки",Так,Так,Скоріше так,35,Ні,Software Developer,Так,Скоріше так,Скоріше ні,Важко відповісти,
49.9901|36.1972,49.9986|36.2357,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,,Ні,Ні,Так,31,Ні,Project/Account Manager,Так,Скоріше так,Так,Ні,
,,,,,,,,,,,,Так,Так,Ні,30,Ні,BA/QA,Так,Так,Ні,Так,
49.8225|23.9824,49.8225|23.9824,,,,,,,,,,,Так,Скоріше ні,Скоріше ні,25,Так,BA/QA,Скоріше так,Скоріше так,Ні,Скоріше так,
,,,,,,,,Найкраще,Нормальне,,,Так,Так,Ні,26,Ні,BA/QA,Скоріше так,Так,Так,Скоріше ні,
49.8628|24.0112,49.8417|24.0020,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,,Так,Так,Так,31,Ні,Software Developer,Так,Важко відповісти,Ні,Ні,
49.8617|23.9608,49.8225|23.9893,,,,,,,,,,,Так,Так,Скоріше так,39,Ні,Project/Account Manager,Так,Так,Ні,Ні,
49.9409|36.3790,49.9887|36.2318,,,,,,,,,,,Ні,Ні,Так,29,Ні,Інша ІТ спеціальність,Важко відповісти,Ні,Ні,Ні,
50.4676|30.6036,50.4555|30.5165,,,,,,,,,,,Важко відповісти,Скоріше ні,Так,42,Ні,Software Developer,Так,Важко відповісти,Скоріше ні,Важко відповісти,
50.0301|36.2221,50.0265|36.2202,,,,,,,,,,"Отсутствие адекватного пригородного транспорта в любом городе Украины, полное отсутствие инфраструктуры в пригородах (интернет, дороги, детские площадки, сады, школы, медицина, кинотеатр, бар, супермаркет, парикмахерская), зачастую неблагополучные соседи и.т.д. и.т.п.",Скоріше ні,Ні,Так,27,Так,Інша ІТ спеціальність,Скоріше так,Ні,Скоріше так,Так,
50.4647|30.3534,50.4180|30.5171,Найкраще,Нормальне,Нормальне,Нормальне,Нормальне,Нормальне,Нормальне,Погане,Найкраще,,Так,Так,Ні,30,Ні,Software Developer,Так,Скоріше так,Скоріше так,Скоріше ні,
48.5181|35.0464,48.4637|35.0533,,,,,,,,,,,Так,Так,Скоріше так,34,Ні,Software Developer,Так,Скоріше так,Скоріше так,Так,
50.4331|30.4802,50.4263|30.5316,Нормальне,Нормальне,Найкраще,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,,Скоріше так,Скоріше так,Скоріше так,30,Ні,Software Developer,Так,Важко відповісти,Скоріше так,Скоріше так,
50.5227|30.7873,50.4510|30.4741,Погане,Погане,Погане,Погане,Погане,Погане,Найкраще,Погане,Погане,Говори не говори - краще місто Бровари!,Так,Так,Ні,27,Так,BA/QA,Скоріше так,Скоріше ні,Ні,Скоріше так,
,,Погане,Погане,Погане,Погане,Погане,Погане,Погане,Погане,Погане,,Так,Так,Так,33,Ні,Software Developer,Так,Скоріше так,Скоріше так,Так,
50.4602|30.4237,50.4459|30.5159,,,,,,,,,,,Важко відповісти,Ні,Так,29,Так,Project/Account Manager,Скоріше так,Скоріше ні,Скоріше так,Скоріше так,
50.5813|30.2632,50.3943|30.6155,Нормальне,Погане,Найкраще,Найкраще,Нормальне,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Гарна ініціатива. Сам замислювався на рахунок подібного опитування.,Так,Так,Ні,34,Ні,Software Developer,Так,Так,Скоріше так,Так,
50.0069|36.2138,50.0271|36.2206,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,,Так,Так,Так,31,Ні,Software Developer,Так,Скоріше так,Так,Так,
50.3612|30.4610,50.4383|30.5224,Погане,Погане,Погане,Погане,Погане,Погане,Погане,Погане,Погане,,Скоріше ні,Скоріше ні,Так,31,Ні,Software Developer,Скоріше так,Ні,Скоріше так,Ні,
50.3917|30.3789,50.4189|30.5504,Найкраще,Найкраще,Важко відповісти,Важко відповісти,Важко відповісти,Погане,Важко відповісти,Погане,Нормальне,,Так,Так,Ні,35,Так,BA/QA,Так,Так,Так,Так,
50.4462|30.4461,50.4447|30.4505,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,,Так,Так,Скоріше так,24,Так,Software Developer,Так,Так,Так,Так,
,,,,,,,,,,,,Ні,Ні,Так,29,Ні,Software Developer,Скоріше так,Скоріше ні,Ні,Ні,
49.8395|23.8819,49.8428|24.0013,,,,,,,,,,,Скоріше так,Так,Ні,30,Ні,Software Developer,Так,Скоріше ні,Скоріше так,Ні,
50.5501|30.2227,50.4326|30.4877,Нормальне,Важко відповісти,Нормальне,Погане,Нормальне,Важко відповісти,Погане,Погане,Важко відповісти,"вважаю, що є сенс розвивати практику часткового режиму роботи з дому, наприклад по черзі один з співробітників команди працює з дому",Так,Так,Ні,37,Ні,BA/QA,Так,Так,Так,Ні,
50.3939|30.5043,50.4296|30.5182,Нормальне,Важко відповісти,Найкраще,Нормальне,Важко відповісти,Важко відповісти,Нормальне,Нормальне,Нормальне,,Ні,Ні,Так,27,Так,BA/QA,Скоріше так,Скоріше ні,Скоріше ні,Ні,
50.4198|30.4893,50.4477|30.4224,Важко відповісти,Нормальне,Нормальне,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Погане,Важко відповісти,,Так,Скоріше так,Ні,33,Так,Software Developer,Так,Так,Скоріше так,Так,
48.5257|35.0287,48.4413|35.0714,,,,,,,,,,,Ні,Скоріше ні,Скоріше так,21,Ні,Software Developer,Ні,Важко відповісти,Скоріше ні,Скоріше так,
49.5481|25.6006,49.5600|25.6260,,,,,,,,,,,Так,Скоріше ні,Скоріше так,19,Ні,BA/QA,Так,Важко відповісти,Скоріше так,Скоріше так,
49.8305|24.0433,49.8611|24.0311,,,,,,,,,,,Скоріше так,Скоріше так,Ні,24,Так,Software Developer,Так,Скоріше так,Так,Скоріше так,
50.0307|36.2236,49.9866|36.2350,Нормальне,Нормальне,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,,Скоріше так,Важко відповісти,Так,24,Так,Software Developer,Так,Так,Так,Так,
49.8451|24.0436,49.8451|24.0436,,,,,,,,,,,Так,Так,Скоріше так,31,Так,Software Developer,Так,Так,Скоріше так,Скоріше так,
49.8451|23.9666,49.8589|24.0192,,,,,,,,,,,Скоріше так,Скоріше так,Скоріше так,29,Так,BA/QA,Так,Скоріше так,Скоріше так,Так,
50.3814|30.7027,50.4688|30.5092,Нормальне,Нормальне,Нормальне,,Нормальне,Погане,Погане,Погане,Нормальне,,Скоріше ні,Скоріше так,Скоріше ні,26,Ні,Software Developer,Так,Скоріше так,Скоріше ні,Так,
50.5154|30.4986,50.4534|30.5985,Погане,Погане,Погане,Погане,Погане,Погане,Нормальне,Погане,Погане,,Ні,Ні,Так,28,Так,Software Developer,Скоріше ні,Скоріше ні,Скоріше ні,Скоріше так,
,,Погане,Погане,Погане,Погане,Погане,Погане,Погане,Погане,Погане,,Ні,Ні,Так,32,Ні,Software Developer,Ні,Ні,Ні,Ні,
48.4629|35.0280,48.4613|35.0479,,,,,,,,,,,Скоріше так,Важко відповісти,Скоріше так,25,Так,Software Developer,Скоріше ні,Ні,Скоріше ні,Скоріше ні,
50.442164|30.286559,50.435669|30.500722,Найкраще,Погане,Нормальне,Важко відповісти,Важко відповісти,Важко відповісти,Погане,Погане,Погане,,Так,Скоріше так,Так,32,Ні,Software Developer,Так,Важко відповісти,Ні,Ні,
50.0067|36.2393,50.0067|36.2393,,,,,,,,,,,Ні,Ні,Так,30,Так,Software Developer,Важко відповісти,Скоріше так,Скоріше так,Скоріше ні,
49.8174|24.0372,49.8427|24.0039,,,,,,,,,,,Скоріше ні,Скоріше так,Скоріше ні,31,Ні,Software Developer,Скоріше так,Важко відповісти,Скоріше так,Ні,
50.5365|30.2553,50.4578|30.4462,Найкраще,,,,,,,,,Горишні плавні,Так,Скоріше так,Скоріше так,32,Скоріше ні,Software Developer,Так,Скоріше ні,Скоріше так,Скоріше так,
50.4887|30.5754,50.4623|30.4499,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,,Скоріше ні,Так,Скоріше так,24,Ні,BA/QA,Так,Так,Скоріше так,Скоріше ні,
48.4060|35.2895,48.4532|35.0536,,,,,,,,,,,Скоріше так,Скоріше ні,Так,30,Ні,Software Developer,Так,Скоріше так,Скоріше так,Скоріше так,
49.8669|24.0371,49.8361|24.0090,,,,,,,,,,,Так,Так,Скоріше ні,25,Ні,Software Developer,Так,Скоріше ні,Так,Так,
50.4265|30.5997,50.4476|30.4220,,Нормальне,,,,,,,,,Так,Так,Ні,30,Так,BA/QA,Скоріше так,Скоріше так,Так,Ні,
50.5060|30.4301,50.4527|30.4088,Нормальне,Нормальне,Нормальне,,Нормальне,Нормальне,Нормальне,Нормальне,Нормальне,Біла Церква,Так,Так,Скоріше так,28,Ні,Інша ІТ спеціальність,Так,Так,Так,Ні,
50.5059|30.4574,50.4556|30.4445,Нормальне,Погане,Найкраще,Найкраще,Погане,Погане,Погане,Погане,Погане,,Так,Так,Ні,37,Так,Software Developer,Так,Так,Так,Так,
50.4595|30.4824,50.4497|30.5046,,,,,,,,,,,Ні,Ні,Так,40,Ні,BA/QA,Скоріше так,Ні,Скоріше так,Ні,
